User_ID,Platform,Country,Age,Gender,Post_Type,Engagements,Misinformation_Spread
User_9555, Twitter, USA,54,Female,Text,202,1
User_9556, Twitter, USA,56,Male,Text,181,1
User_9557, Twitter, USA,18,Male,Video,277,1
User_9558, Twitter, USA,26,Female,Text,237,1
User_9559, Twitter, USA,61,Female,Image,490,0
User_9560, Twitter, USA,38,Male,Video,159,0
User_9561, Twitter, USA,21,Male,Mixed,378,1
User_9562, Twitter, USA,58,Other,Mixed,489,1
User_9563, Twitter, USA,61,Male,Image,485,0
User_9564, Twitter, USA,55,Female,Image,334,1
User_9565, Twitter, USA,24,Female,Mixed,415,1
User_9566, Twitter, USA,54,Male,Text,194,0
User_9567, Twitter, USA,37,Male,Mixed,269,1
User_9568, Twitter, USA,35,Female,Mixed,244,0
User_9569, Twitter, USA,61,Female,Image,486,1
User_9570, Twitter, USA,47,Other,Image,414,0
User_9571, Twitter, USA,42,Female,Video,457,1
User_9572, Twitter, USA,50,Male,Mixed,277,0
User_9573, Twitter, USA,53,Female,Video,465,0
User_9574, Twitter, USA,31,Female,Mixed,440,1
User_9575, Twitter, USA,53,Female,Image,98,0
User_9576, Twitter, USA,28,Female,Image,406,0
User_9577, Twitter, USA,20,Female,Image,431,1
User_9578, Twitter, USA,41,Female,Image,446,1
User_9579, Twitter, USA,45,Male,Text,81,1
User_9580, Twitter, USA,31,Female,Image,93,0
User_9581, Twitter, USA,40,Female,Video,373,0
User_9582, Twitter, USA,43,Male,Video,408,1
User_9583, Twitter, USA,21,Female,Video,139,1
User_9584, Twitter, USA,52,Female,Text,465,0
User_9585, Twitter, USA,19,Other,Video,105,1
User_9586, Twitter, USA,28,Female,Text,414,0
User_9587, Twitter, USA,50,Male,Text,216,1
User_9588, Twitter, USA,19,Female,Mixed,47,1
User_9589, Twitter, USA,30,Female,Video,152,0
User_9590, Twitter, USA,27,Male,Text,385,1
User_9591, Twitter, USA,58,Male,Mixed,178,0
User_9592, Twitter, USA,50,Male,Video,176,0
User_9593, Twitter, USA,55,Male,Video,17,0
User_9594, Twitter, USA,27,Male,Image,397,0
User_9595, Twitter, USA,38,Female,Text,207,1
User_9596, Twitter, USA,61,Male,Text,103,1
User_9597, Twitter, USA,30,Female,Video,431,1
User_9598, Twitter, USA,21,Male,Video,246,0
User_9599, Twitter, USA,53,Male,Image,98,0
User_9600, Twitter, USA,20,Male,Mixed,457,1
User_9601, Twitter, USA,65,Male,Text,483,0
User_9602, Twitter, USA,35,Male,Text,56,0
User_9603, Twitter, USA,62,Female,Video,405,1
User_9604, Twitter, USA,39,Female,Image,116,1
User_9605, Twitter, USA,33,Other,Image,294,0
User_9606, Twitter, USA,24,Female,Mixed,342,0
User_9607, Twitter, USA,21,Male,Video,381,1
User_9608, Twitter, USA,43,Female,Image,354,0
User_9609, Twitter, USA,25,Female,Image,382,1
User_9610, Twitter, USA,20,Female,Image,283,1
User_9611, Twitter, USA,63,Other,Image,273,1
User_9612, Twitter, USA,29,Male,Video,36,1
User_9613, Twitter, USA,52,Male,Mixed,273,1
User_9614, Twitter, USA,48,Female,Text,351,0
User_9615, Twitter, USA,46,Male,Image,27,1
User_9616, Twitter, USA,19,Male,Video,388,1
User_9617, Twitter, USA,56,Male,Image,195,1
User_9618, Twitter, USA,20,Male,Mixed,75,0
User_9619, Twitter, USA,53,Male,Image,42,1
User_9620, Twitter, USA,23,Male,Mixed,276,1
User_9621, Twitter, USA,27,Male,Video,161,0
User_9622, Twitter, USA,20,Male,Image,118,1
User_9623, Twitter, USA,35,Female,Image,313,1
User_9624, Twitter, USA,42,Female,Text,196,0
User_9625, Twitter, USA,60,Female,Video,262,1
User_9626, Twitter, USA,48,Male,Text,182,0
User_9627, Twitter, USA,60,Other,Mixed,234,1
User_9628, Twitter, USA,32,Female,Video,195,1
User_9629, Twitter, USA,65,Male,Text,294,1
User_9630, Twitter, USA,64,Male,Video,492,0
User_9631, Twitter, USA,62,Female,Video,317,1
User_9632, Twitter, USA,59,Female,Video,363,1
User_9633, Twitter, USA,18,Female,Mixed,131,0
User_9634, Twitter, USA,38,Female,Text,149,0
User_9635, Twitter, USA,44,Female,Image,346,1
User_9636, Twitter, USA,46,Other,Video,430,1
User_9637, Twitter, USA,65,Other,Text,135,0
User_9638, Twitter, USA,49,Male,Mixed,80,0
User_9639, Twitter, USA,18,Other,Text,204,0
User_9640, Twitter, USA,48,Female,Text,88,0
User_9641, Twitter, USA,20,Female,Mixed,158,1
User_9642, Twitter, USA,26,Male,Text,324,0
User_9643, Twitter, USA,27,Male,Video,291,0
User_9644, Twitter, USA,44,Female,Image,451,0
User_9645, Twitter, USA,49,Female,Image,400,0
User_9646, Twitter, USA,30,Female,Video,243,0
User_9647, Twitter, USA,60,Male,Mixed,69,0
User_9648, Twitter, USA,55,Male,Image,475,0
User_9649, Twitter, USA,34,Male,Mixed,358,1
User_9650, Twitter, USA,58,Male,Video,159,1
User_9651, Twitter, USA,63,Male,Mixed,248,1
User_9652, Twitter, USA,56,Male,Image,422,1
User_9653, Twitter, USA,57,Male,Text,395,1
User_9654, Twitter, USA,41,Male,Image,270,0
User_9655, Twitter, USA,25,Female,Image,324,1
User_9656, Twitter, USA,25,Male,Video,39,0
User_9657, Twitter, USA,48,Female,Video,493,0
User_9658, Twitter, USA,31,Male,Image,307,0
User_9659, Twitter, USA,31,Male,Video,200,0
User_9660, Twitter, USA,54,Male,Image,16,0
User_9661, Twitter, USA,29,Female,Video,429,1
User_9662, Twitter, USA,41,Male,Text,294,1
User_9663, Twitter, USA,18,Other,Text,173,1
User_9664, Twitter, USA,40,Other,Image,101,0
User_9665, Twitter, USA,59,Female,Video,340,0
User_9666, Twitter, USA,41,Male,Video,424,0
User_9667, Twitter, USA,27,Female,Mixed,266,0
User_9668, Twitter, USA,59,Male,Text,379,1
User_9669, Twitter, USA,19,Male,Text,436,0
User_9670, Twitter, USA,57,Male,Video,60,1
User_9671, Twitter, USA,28,Female,Mixed,126,1
User_9672, Twitter, USA,58,Female,Video,245,1
User_9673, Twitter, USA,57,Male,Video,357,0
User_9674, Twitter, USA,43,Female,Text,65,1
User_9675, Twitter, USA,48,Male,Mixed,265,1
User_9676, Twitter, USA,38,Male,Video,394,0
User_9677, Twitter, USA,23,Other,Text,206,0
User_9678, Twitter, USA,61,Female,Mixed,379,0
User_9679, Twitter, USA,60,Female,Video,115,0
User_9680, Twitter, USA,25,Female,Text,89,1
User_9681, Twitter, USA,25,Female,Mixed,318,1
User_9682, Twitter, USA,33,Female,Text,426,0
User_9683, Twitter, USA,48,Female,Text,487,1
User_9684, Twitter, USA,39,Male,Text,37,0
User_9685, Twitter, USA,43,Male,Mixed,366,1
User_9686, Twitter, USA,64,Female,Text,137,0
User_9687, Twitter, USA,26,Female,Image,100,0
User_9688, Twitter, USA,21,Male,Video,85,0
User_9689, Twitter, USA,41,Male,Video,231,0
User_9690, Twitter, USA,34,Male,Video,475,0
User_9691, Twitter, USA,44,Female,Image,366,0
User_9692, Twitter, USA,64,Female,Mixed,194,1
User_9693, Twitter, USA,52,Male,Image,409,0
User_9694, Twitter, USA,57,Female,Image,291,0
User_9695, Twitter, USA,61,Male,Video,186,0
User_9696, Twitter, USA,55,Male,Text,88,0
User_9697, Twitter, USA,33,Male,Image,342,1
User_9698, Twitter, USA,25,Female,Text,306,1
User_9699, Twitter, USA,25,Female,Mixed,174,0
User_9700, Twitter, USA,41,Female,Image,255,0
User_9701, Twitter, USA,43,Male,Mixed,323,1
User_9702, Twitter, USA,40,Female,Mixed,301,1
User_9703, Twitter, USA,64,Other,Text,445,0
User_9704, Twitter, USA,34,Male,Mixed,202,1
User_9705, Twitter, USA,23,Other,Text,442,1
User_9706, Twitter, USA,42,Male,Video,295,1
User_9707, Twitter, USA,21,Female,Video,158,1
User_9708, Twitter, USA,18,Male,Video,396,0
User_9709, Twitter, USA,29,Male,Mixed,371,0
User_9710, Twitter, USA,41,Female,Image,338,1
User_9711, Twitter, USA,19,Male,Mixed,336,0
User_9712, Twitter, USA,56,Male,Text,427,1
User_9713, Twitter, USA,46,Other,Text,325,1
User_9714, Twitter, USA,65,Female,Text,414,1
User_9715, Twitter, USA,50,Female,Video,452,1
User_9716, Twitter, USA,47,Female,Text,364,1
User_9717, Twitter, USA,51,Female,Text,62,1
User_9718, Twitter, USA,40,Male,Video,459,0
User_9719, Twitter, USA,31,Male,Text,44,1
User_9720, Twitter, USA,58,Male,Mixed,327,1
User_9721, Twitter, USA,38,Female,Text,299,1
User_9722, Twitter, USA,59,Female,Text,361,0
User_9723, Twitter, USA,59,Male,Image,374,1
User_9724, Twitter, USA,52,Male,Text,262,0
User_9725, Twitter, USA,41,Female,Text,490,1
User_9726, Twitter, USA,19,Male,Image,426,0
User_9727, Twitter, USA,22,Female,Mixed,130,1
User_9728, Twitter, USA,21,Other,Video,151,0
User_9729, Twitter, USA,23,Female,Mixed,316,0
User_9730, Twitter, USA,34,Male,Text,20,0
User_9731, Twitter, USA,54,Female,Text,384,1
User_9732, Twitter, USA,42,Male,Video,128,0
User_9733, Twitter, USA,40,Female,Mixed,388,0
User_9734, Twitter, USA,40,Male,Mixed,427,0
User_9735, Twitter, USA,51,Female,Image,396,0
User_9736, Twitter, USA,43,Female,Video,488,1
User_9737, Twitter, USA,20,Female,Video,480,0
User_9738, Twitter, USA,34,Male,Text,395,0
User_9739, Twitter, USA,47,Male,Image,77,0
User_9740, Twitter, USA,49,Male,Text,28,0
User_9741, Twitter, USA,53,Female,Video,247,0
User_9742, Twitter, USA,52,Female,Text,404,0
User_9743, Twitter, USA,53,Female,Text,210,1
User_9744, Twitter, USA,32,Male,Image,266,1
User_9745, Twitter, USA,64,Other,Video,109,0
User_9746, Twitter, USA,22,Male,Text,141,0
User_9747, Twitter, USA,33,Female,Text,451,0
User_9748, Twitter, USA,31,Female,Text,468,1
User_9749, Twitter, USA,59,Female,Text,365,0
User_9750, Twitter, USA,50,Female,Mixed,201,0
User_9751, Twitter, USA,46,Female,Text,96,1
User_9752, Twitter, USA,31,Male,Image,37,0
User_9753, Twitter, USA,57,Female,Image,442,1
User_9754, Twitter, USA,44,Female,Text,461,0
User_9755, Twitter, USA,47,Female,Video,477,1
User_9756, Twitter, USA,22,Male,Image,98,0
User_9757, Twitter, USA,22,Other,Video,214,1
User_9758, Twitter, USA,35,Male,Image,497,1
User_9759, Twitter, USA,65,Female,Image,125,0
User_9760, Twitter, USA,47,Male,Image,340,0
User_9761, Twitter, USA,20,Female,Text,174,1
User_9762, Twitter, USA,21,Other,Text,115,0
User_9763, Twitter, USA,28,Female,Image,175,0
User_9764, Twitter, USA,43,Male,Mixed,384,1
User_9765, Twitter, USA,42,Male,Image,115,0
User_9766, Twitter, USA,27,Female,Text,31,0
User_9767, Twitter, USA,24,Male,Image,424,1
User_9768, Twitter, USA,52,Female,Image,269,1
User_9769, Twitter, USA,47,Female,Image,119,0
User_9770, Twitter, USA,53,Female,Mixed,171,1
User_9771, Twitter, USA,54,Male,Video,371,1
User_9772, Twitter, USA,57,Male,Mixed,86,0
User_9773, Twitter, USA,54,Female,Mixed,61,0
User_9774, Twitter, USA,64,Male,Mixed,425,0
User_9775, Twitter, USA,36,Male,Video,264,0
User_9776, Twitter, USA,40,Female,Mixed,208,0
User_9777, Twitter, USA,25,Male,Text,299,1
User_9778, Twitter, USA,60,Male,Text,411,0
User_9779, Twitter, USA,36,Other,Mixed,345,1
User_9780, Twitter, USA,51,Male,Image,260,0
User_9781, Twitter, USA,46,Male,Image,181,0
User_9782, Twitter, USA,46,Male,Text,388,1
User_9783, Twitter, USA,48,Male,Image,473,0
User_9784, Twitter, USA,23,Other,Image,334,1
User_9785, Twitter, USA,33,Male,Text,236,0
User_9786, Twitter, USA,41,Female,Image,443,0
User_9787, Twitter, USA,32,Female,Text,31,1
User_9788, Twitter, USA,30,Other,Image,60,0
User_9789, Twitter, USA,52,Other,Mixed,86,0
User_9790, Twitter, USA,57,Other,Image,183,1
User_9791, Twitter, USA,27,Male,Mixed,305,0
User_9792, Twitter, USA,34,Male,Image,260,0
User_9793, Twitter, USA,35,Male,Text,11,1
User_9794, Twitter, USA,35,Male,Text,338,0
User_9795, Twitter, USA,45,Male,Image,109,1
User_9796, Twitter, USA,25,Male,Image,92,0
User_9797, Twitter, USA,44,Female,Video,30,0
User_9798, Twitter, USA,40,Female,Video,360,0
User_9799, Twitter, USA,59,Female,Text,289,1
User_9800, Twitter, USA,44,Male,Mixed,316,1
User_9801, Twitter, USA,44,Male,Text,271,0
User_9802, Twitter, USA,44,Other,Image,328,0
User_9803, Twitter, USA,52,Female,Text,262,1
User_9804, Twitter, USA,45,Female,Text,178,0
User_9805, Twitter, USA,55,Female,Mixed,419,0
User_9806, Twitter, USA,45,Male,Text,228,1
User_9807, Twitter, USA,58,Male,Mixed,364,0
User_9808, Twitter, USA,38,Male,Mixed,145,0
User_9809, Twitter, USA,32,Other,Mixed,206,1
User_9810, Twitter, USA,23,Male,Video,147,0
User_9811, Twitter, USA,18,Male,Image,109,0
User_9812, Twitter, USA,47,Male,Text,413,1
User_9813, Twitter, USA,51,Male,Mixed,17,0
User_9814, Twitter, USA,51,Female,Text,386,0
User_9815, Twitter, USA,41,Male,Text,345,0
User_9816, Twitter, USA,65,Male,Image,481,1
User_9817, Twitter, USA,38,Male,Video,123,1
User_9818, Twitter, USA,62,Male,Video,417,1
User_9819, Twitter, USA,32,Male,Text,95,1
User_9820, Twitter, USA,41,Other,Video,299,1
User_9821, Twitter, USA,60,Male,Text,209,1
User_9822, Twitter, USA,49,Female,Video,206,1
User_9823, Twitter, USA,23,Female,Text,488,1
User_9824, Twitter, USA,34,Male,Text,124,1
User_9825, Twitter, USA,21,Male,Mixed,238,1
User_9826, Twitter, USA,18,Male,Mixed,12,1
User_9827, Twitter, USA,62,Female,Video,244,1
User_9828, Twitter, USA,32,Female,Text,77,1
User_9829, Twitter, USA,64,Male,Video,32,0
User_9830, Twitter, USA,50,Male,Image,262,0
User_9831, Twitter, USA,48,Female,Mixed,55,0
User_9832, Twitter, USA,30,Male,Text,427,1
User_9833, Twitter, USA,45,Female,Video,215,0
User_9834, Twitter, USA,36,Male,Video,157,1
User_9835, Twitter, USA,25,Female,Text,303,0
User_9836, Twitter, USA,47,Male,Text,225,1
User_9837, Twitter, USA,39,Female,Text,497,1
User_9838, Twitter, USA,58,Male,Video,301,1
User_9839, Twitter, USA,43,Other,Video,208,1
User_9840, Twitter, USA,50,Male,Image,114,0
User_9841, Twitter, USA,24,Female,Video,301,0
User_9842, Twitter, USA,29,Other,Mixed,490,1
User_9843, Twitter, USA,23,Other,Text,288,1
User_9844, Twitter, USA,18,Male,Video,34,1
User_9845, Twitter, USA,51,Male,Mixed,358,0
User_9846, Twitter, USA,37,Male,Text,179,0
User_9847, Twitter, USA,21,Male,Video,59,1
User_9848, Twitter, USA,54,Male,Video,257,0
User_9849, Twitter, USA,38,Female,Mixed,314,0
User_9850, Twitter, USA,20,Female,Video,105,0
User_9851, Twitter, USA,56,Male,Image,336,0
User_9852, Twitter, USA,63,Female,Video,95,1
User_9853, Twitter, USA,32,Other,Text,154,1
User_9854, Twitter, USA,54,Female,Mixed,235,0
User_9855, Twitter, USA,54,Male,Mixed,152,0
User_9856, Twitter, USA,30,Female,Video,219,1
User_9857, Twitter, USA,45,Male,Mixed,181,0
User_9858, Twitter, USA,64,Female,Mixed,233,0
User_9859, Twitter, USA,38,Male,Image,326,0
User_9860, Twitter, USA,44,Male,Mixed,220,0
User_9861, Twitter, USA,22,Male,Image,152,0
User_9862, Twitter, USA,59,Male,Video,112,1
User_9863, Twitter, USA,29,Male,Image,310,1
User_9864, Twitter, USA,24,Male,Image,362,1
User_9865, Twitter, USA,50,Male,Image,205,1
User_9866, Twitter, USA,33,Male,Video,454,0
User_9867, Twitter, USA,20,Male,Text,115,0
User_9868, Twitter, USA,50,Male,Text,385,1
User_9869, Twitter, USA,21,Male,Text,172,1
User_9870, Twitter, USA,56,Female,Image,108,1
User_9871, Twitter, USA,64,Female,Mixed,122,1
User_9872, Twitter, USA,18,Male,Image,259,0
User_9873, Twitter, USA,19,Female,Image,248,0
User_9874, Twitter, USA,48,Male,Mixed,489,0
User_9875, Twitter, USA,43,Male,Video,477,0
User_9876, Twitter, USA,47,Male,Image,465,1
User_9877, Twitter, USA,39,Male,Image,279,1
User_9878, Twitter, USA,52,Female,Text,264,1
User_9879, Twitter, USA,51,Male,Image,347,1
User_9880, Twitter, USA,51,Male,Video,248,0
User_9881, Twitter, USA,35,Male,Text,213,1
User_9882, Twitter, USA,32,Male,Image,359,1
User_9883, Twitter, USA,32,Female,Text,395,1
User_9884, Twitter, USA,65,Female,Image,99,0
User_9885, Twitter, USA,45,Male,Text,29,0
User_9886, Twitter, USA,53,Male,Text,86,1
User_9887, Twitter, USA,56,Male,Image,149,1
User_9888, Twitter, USA,47,Male,Image,222,0
User_9889, Twitter, USA,34,Male,Video,450,1
User_9890, Twitter, USA,39,Female,Video,216,1
User_9891, Twitter, USA,43,Male,Mixed,449,0
User_9892, Twitter, USA,40,Female,Video,64,0
User_9893, Twitter, USA,43,Male,Mixed,199,1
User_9894, Twitter, USA,25,Male,Text,88,0
User_9895, Twitter, USA,20,Male,Mixed,131,0
User_9896, Twitter, USA,40,Female,Image,261,0
User_9897, Twitter, USA,39,Male,Mixed,376,1
User_9898, Twitter, USA,31,Female,Mixed,287,1
User_9899, Twitter, USA,44,Male,Video,466,1
User_9900, Twitter, USA,40,Female,Video,90,0
User_9901, Twitter, USA,24,Female,Video,95,0
User_9902, Twitter, USA,38,Female,Video,358,1
User_9903, Twitter, USA,47,Male,Video,92,0
User_9904, Twitter, USA,54,Female,Text,499,0
User_9905, Twitter, USA,47,Female,Text,488,0
User_9906, Twitter, USA,22,Female,Video,493,0
User_9907, Twitter, USA,56,Female,Text,223,1
User_9908, Twitter, USA,51,Other,Image,69,1
User_9909, Twitter, USA,55,Male,Text,300,1
User_9910, Twitter, USA,59,Female,Mixed,160,1
User_9911, Twitter, USA,36,Other,Image,400,0
User_9912, Twitter, USA,20,Female,Mixed,449,1
User_9913, Twitter, USA,28,Other,Image,85,1
User_9914, Twitter, USA,55,Other,Text,494,1
User_9915, Twitter, USA,34,Male,Text,487,0
User_9916, Twitter, USA,18,Male,Text,249,0
User_9917, Twitter, USA,53,Other,Image,85,0
User_9918, Twitter, USA,62,Other,Text,128,1
User_9919, Twitter, USA,50,Female,Text,321,1
User_9920, Twitter, USA,45,Male,Mixed,319,0
User_9921, Twitter, USA,61,Male,Video,358,1
User_9922, Twitter, USA,61,Female,Video,367,0
User_9923, Twitter, USA,44,Male,Image,265,1
User_9924, Twitter, USA,57,Male,Mixed,219,1
User_9925, Twitter, USA,25,Female,Mixed,137,1
User_9926, Twitter, USA,65,Female,Image,239,1
User_9927, Twitter, USA,19,Female,Mixed,466,1
User_9928, Twitter, USA,63,Male,Text,228,0
User_9929, Twitter, USA,54,Male,Video,236,0
User_9930, Twitter, USA,21,Male,Video,474,0
User_9931, Twitter, USA,54,Male,Mixed,378,1
User_9932, Twitter, USA,27,Male,Text,102,0
User_9933, Twitter, USA,29,Female,Mixed,343,0
User_9934, Twitter, USA,53,Male,Image,140,1
User_9935, Twitter, USA,25,Male,Image,272,1
User_9936, Twitter, USA,36,Female,Mixed,473,1
User_9937, Twitter, USA,25,Male,Text,467,1
User_9938, Twitter, USA,34,Male,Video,18,0
User_9939, Twitter, USA,35,Male,Text,455,1
User_9940, Twitter, USA,44,Male,Image,460,1
User_9941, Twitter, USA,42,Female,Mixed,297,1
User_9942, Twitter, USA,52,Male,Video,121,0
User_9943, Twitter, USA,34,Male,Video,474,1
User_9944, Twitter, USA,54,Male,Image,383,0
User_9945, Twitter, USA,55,Female,Video,332,0
User_9946, Twitter, USA,35,Male,Text,477,0
User_9947, Twitter, USA,29,Other,Image,283,0
User_9948, Twitter, USA,39,Female,Image,288,0
User_9949, Twitter, USA,25,Other,Text,340,0
User_9950, Twitter, USA,61,Male,Text,301,1
User_9951, Twitter, USA,34,Male,Image,26,0
User_9952, Twitter, USA,50,Female,Image,139,1
User_9953, Twitter, USA,40,Male,Mixed,150,1
User_9954, Twitter, USA,29,Female,Image,112,0
User_9955, Twitter, USA,32,Other,Text,462,0
User_9956, Twitter, USA,22,Female,Video,445,0
User_9957, Twitter, USA,25,Male,Mixed,131,1
User_9958, Twitter, USA,51,Male,Video,56,1
User_9959, Twitter, USA,49,Female,Mixed,399,0
User_9960, Twitter, USA,39,Male,Mixed,361,1
User_9961, Twitter, USA,35,Male,Mixed,175,0
User_9962, Twitter, USA,33,Other,Image,410,1
User_9963, Twitter, USA,21,Male,Image,111,0
User_9964, Twitter, USA,25,Male,Image,190,1
User_9965, Twitter, USA,50,Female,Mixed,195,1
User_9966, Twitter, USA,46,Male,Video,310,0
User_9967, Twitter, USA,22,Female,Image,93,0
User_9968, Twitter, USA,56,Other,Mixed,76,0
User_9969, Twitter, USA,37,Female,Video,247,0
User_9970, Twitter, USA,52,Male,Image,267,1
User_9971, Twitter, USA,34,Other,Video,103,0
User_9972, Twitter, USA,56,Female,Mixed,420,1
User_9973, Twitter, USA,37,Male,Mixed,275,1
User_9974, Twitter, USA,34,Female,Mixed,276,1
User_9975, Twitter, USA,39,Male,Video,63,0
User_9976, Twitter, USA,62,Male,Image,278,0
User_9977, Twitter, USA,44,Female,Image,245,0
User_9978, Twitter, USA,28,Female,Mixed,237,1
User_9979, Twitter, USA,27,Male,Text,190,1
User_9980, Twitter, USA,24,Male,Text,242,0
User_9981, Twitter, USA,44,Other,Mixed,366,1
User_9982, Twitter, USA,58,Other,Image,268,1
User_9983, Twitter, USA,47,Male,Text,221,0
User_9984, Twitter, USA,53,Female,Text,400,0
User_9985, Twitter, USA,39,Male,Mixed,423,1
User_9986, Twitter, USA,27,Female,Text,48,0
User_9987, Twitter, USA,27,Female,Mixed,142,0
User_9988, Twitter, USA,59,Male,Mixed,157,0
User_9989, Twitter, USA,43,Male,Text,88,0
User_9990, Twitter, USA,65,Female,Mixed,354,0
User_9991, Twitter, USA,50,Other,Video,79,0
User_9992, Twitter, USA,41,Female,Image,19,1
User_9993, Twitter, USA,22,Male,Text,432,1
User_9994, Twitter, USA,61,Female,Text,372,0
User_9995, Twitter, USA,41,Other,Video,180,1
User_9996, Twitter, USA,19,Male,Image,158,0
User_9997, Twitter, USA,59,Male,Mixed,178,0
User_9998, Twitter, USA,38,Female,Image,234,0
User_9999, Twitter, USA,48,Female,Video,494,1
User_10000, Twitter, USA,27,Male,Mixed,186,0
User_10001, Instagram,China,36,Male,Image,439,1
User_10002, Instagram,China,52,Female,Image,176,1
User_10003, Instagram,China,19,Female,Video,238,1
User_10004, Instagram,China,43,Male,Image,25,0
User_10005, Instagram,China,53,Female,Text,317,0
User_10006, Instagram,China,26,Female,Video,310,1
User_10007, Instagram,China,51,Female,Text,148,0
User_10008, Instagram,China,45,Other,Mixed,110,0
User_10009, Instagram,China,49,Male,Video,10,0
User_10010, Instagram,China,18,Other,Video,423,0
User_10011, Instagram,China,18,Male,Mixed,398,0
User_10012, Instagram,China,24,Male,Mixed,388,0
User_10013, Instagram,China,37,Female,Mixed,21,1
User_10014, Instagram,China,64,Male,Text,104,1
User_10015, Instagram,China,28,Female,Video,404,0
User_10016, Instagram,China,25,Male,Image,113,0
User_10017, Instagram,China,31,Female,Video,494,1
User_10018, Instagram,China,27,Female,Image,346,0
User_10019, Instagram,China,41,Female,Text,255,1
User_10020, Instagram,China,22,Other,Image,18,1
User_10021, Instagram,China,37,Female,Image,482,1
User_10022, Instagram,China,59,Other,Video,470,1
User_10023, Instagram,China,22,Male,Text,189,1
User_10024, Instagram,China,39,Male,Mixed,258,1
User_10025, Instagram,China,30,Male,Video,202,0
User_10026, Instagram,China,27,Female,Video,176,1
User_10027, Instagram,China,33,Male,Image,147,1
User_10028, Instagram,China,50,Other,Mixed,439,1
User_10029, Instagram,China,34,Female,Mixed,467,0
User_10030, Instagram,China,48,Male,Image,399,1
User_10031, Instagram,China,45,Female,Text,37,0
User_10032, Instagram,China,35,Female,Text,137,1
User_10033, Instagram,China,49,Male,Video,358,0
User_10034, Instagram,China,28,Female,Text,498,1
User_10035, Instagram,China,59,Male,Mixed,75,0
User_10036, Instagram,China,21,Male,Text,70,1
User_10037, Instagram,China,52,Female,Text,379,1
User_10038, Instagram,China,34,Other,Mixed,88,1
User_10039, Instagram,China,31,Male,Video,266,0
User_10040, Instagram,China,51,Female,Mixed,158,0
User_10041, Instagram,China,28,Other,Video,279,1
User_10042, Instagram,China,44,Male,Mixed,417,1
User_10043, Instagram,China,43,Male,Mixed,422,1
User_10044, Instagram,China,28,Male,Mixed,144,0
User_10045, Instagram,China,52,Male,Video,489,0
User_10046, Instagram,China,55,Male,Mixed,165,0
User_10047, Instagram,China,21,Female,Text,107,1
User_10048, Instagram,China,40,Female,Image,335,0
User_10049, Instagram,China,46,Male,Text,351,1
User_10050, Instagram,China,63,Male,Image,114,1
User_10051, Instagram,China,33,Male,Video,352,0
User_10052, Instagram,China,41,Male,Image,371,1
User_10053, Instagram,China,25,Female,Image,157,0
User_10054, Instagram,China,52,Male,Text,88,0
User_10055, Instagram,China,37,Male,Text,377,0
User_10056, Instagram,China,45,Female,Image,338,1
User_10057, Instagram,China,52,Other,Mixed,434,1
User_10058, Instagram,China,51,Male,Text,402,1
User_10059, Instagram,China,62,Male,Mixed,376,0
User_10060, Instagram,China,47,Female,Video,363,0
User_10061, Instagram,China,33,Male,Mixed,332,1
User_10062, Instagram,China,29,Male,Video,294,1
User_10063, Instagram,China,46,Female,Text,320,0
User_10064, Instagram,China,45,Other,Text,78,1
User_10065, Instagram,China,32,Female,Text,334,1
User_10066, Instagram,China,45,Male,Mixed,453,1
User_10067, Instagram,China,27,Female,Video,364,0
User_10068, Instagram,China,41,Male,Mixed,407,1
User_10069, Instagram,China,65,Female,Mixed,221,1
User_10070, Instagram,China,46,Male,Mixed,461,0
User_10071, Instagram,China,59,Female,Mixed,179,0
User_10072, Instagram,China,51,Female,Image,173,1
User_10073, Instagram,China,39,Male,Text,63,1
User_10074, Instagram,China,28,Male,Video,318,1
User_10075, Instagram,China,46,Female,Image,442,0
User_10076, Instagram,China,65,Female,Image,290,0
User_10077, Instagram,China,53,Male,Text,74,0
User_10078, Instagram,China,34,Other,Mixed,406,0
User_10079, Instagram,China,29,Male,Image,495,0
User_10080, Instagram,China,23,Male,Video,345,0
User_10081, Instagram,China,28,Female,Text,163,1
User_10082, Instagram,China,43,Other,Video,172,0
User_10083, Instagram,China,59,Female,Image,229,0
User_10084, Instagram,China,42,Female,Image,38,1
User_10085, Instagram,China,58,Male,Mixed,349,0
User_10086, Instagram,China,19,Male,Text,286,0
User_10087, Instagram,China,28,Female,Mixed,90,0
User_10088, Instagram,China,53,Male,Mixed,359,0
User_10089, Instagram,China,52,Female,Text,145,1
User_10090, Instagram,China,27,Other,Mixed,295,0
User_10091, Instagram,China,53,Female,Image,300,0
User_10092, Instagram,China,43,Other,Mixed,238,1
User_10093, Instagram,China,65,Male,Image,289,1
User_10094, Instagram,China,61,Other,Image,308,1
User_10095, Instagram,China,63,Female,Mixed,10,0
User_10096, Instagram,China,63,Other,Mixed,69,1
User_10097, Instagram,China,43,Male,Mixed,230,1
User_10098, Instagram,China,24,Male,Mixed,90,1
User_10099, Instagram,China,57,Female,Mixed,88,0
User_10100, Instagram,China,25,Female,Video,450,0
User_10101, Instagram,China,27,Male,Mixed,377,1
User_10102, Instagram,China,39,Male,Video,107,1
User_10103, Instagram,China,23,Male,Mixed,94,0
User_10104, Instagram,China,22,Female,Video,150,1
User_10105, Instagram,China,29,Female,Video,312,0
